15,83,42,1,28,53,45,63,40,70,28,68,22,22,52,44,63,43,6,43 | 15,83,1;42,28,28;53,45;63,22,6;40,22;70;68;52,44;63;43,43
32,49,12,40,14,83,19,58,94,11,73,78,3,37,31,27,68,70,74,24 | 32,49,12,3;40,14,19,11;83;58,37;94;73,27;78;31,68;70,24;74
28,46,84,88,96,61,8,64,44,48,7,7,71,74,51,39,5,57,61,38 | 28,46,8,7,7;84,5;88;96;61,39;64;44,48;71;74;51,38;57;61
87,70,69,55,79,24,73,58,37,66,78,66,31,55,28,89,19,6,8,13 | 87,6;70,24;69,31;55,37,8;79,19;73,13;58,28;66;78;66;55;89
19,94,31,41,70,38,68,15,37,8,60,12,44,48,97,40,34,50,23,20 | 19,31,41,8;94;70,15,12;38,37,23;68,20;60,40;44,48;97;34,50
88,71,15,87,73,39,23,87,18,33,93,48,34,11,86,13,99,37,87,42 | 88,11;71,15,13;87;73,23;39,18,33;87;93;48,34;86;99;37,42;87
93,9,28,69,62,19,18,72,95,13,65,91,37,33,69,44,38,38,2,45 | 93,2;9,28,62;69,19;18,72;95;13,65;91;37,33;69;44,38;38,45
42,66,55,12,12,70,84,95,5,73,90,3,14,32,77,1,35,6,32,51 | 42,55,3;66,12,12,5,1;70,14,6;84;95;73;90;32,35,32;77;51
78,67,50,19,23,70,49,12,50,27,92,17,71,4,70,76,69,17,13,63 | 78,19;67,23,4;50,49;70,12,17;50,27,17;92;71,13;70;76;69;63
7,37,53,29,26,98,33,96,74,70,64,18,70,99,14,50,61,79,87,19 | 7,37,53;29,26,33;98;96;74,18;70,14;64,19;70;99;50;61;79;87
90,66,63,62,36,23,62,25,3,9,37,28,34,18,33,47,99,24,63,74 | 90,3;66,23,9;63,36;62,25;62,37;28,34,18;33,47;99;24,63;74
89,10,70,30,87,3,38,50,5,4,55,71,45,42,30,69,11,24,98,65 | 89,10;70,30;87,3,5,4;38,50,11;55,45;71,24;42,30;69;98;65
37,93,75,22,58,84,71,61,45,67,64,62,74,22,96,36,36,21,36,5 | 37,22,22,5;93;75,21;58,36;84;71;61,36;45,36;67;64;62;74;96
84,42,76,50,93,75,18,95,51,3,6,32,56,21,45,22,34,86,81,13 | 84,3,6;42,50;76,18;93;75,21;95;51,32,13;56,22;45,34;86;81
81,2,44,18,40,65,86,78,15,97,95,11,26,3,73,23,60,92,94,40 | 81,2,15;44,18,11,26;40,3,23;65;86;78;97;95;73;60,40;92;94
78,13,68,54,42,69,22,38,57,8,37,60,52,37,91,65,45,8,11,30 | 78,13,8;68,22,8;54,42;69,11;38,57;37,60;52,37;91;65,30;45
100,8,16,4,100,7,27,62,1,9,24,84,10,13,85,21,61,20,10,78 | 100;8,16,4,7,27,1,9,24;100;62,10,13,10;84;85;21,61;20,78
49,72,83,95,71,88,84,42,14,73,46,16,99,41,12,19,40,36,54,40 | 49,42;72,14,12;83,16;95;71,19;88;84;73;46,41;99;40,36;54,40
73,89,97,27,14,56,47,58,39,37,72,28,68,47,65,10,72,16,33,10 | 73,27;89,10;97;14,56,28;47,39,10;58,37;72,16;68;47,33;65;72
44,17,100,75,50,23,42,10,94,27,5,99,14,35,66,70,63,73,91,7 | 44,17,23,10,5;100;75,14,7;50,42;94;27,35;99;66;70;63;73;91
24,21,16,60,49,10,65,75,32,17,76,64,3,26,36,46,69,100,50,2 | 24,21,16,10,17,3,2;60,32;49,26;65;75;76;64,36;46,50;69;100
43,57,13,2,83,4,46,96,17,85,64,47,9,76,37,29,86,49,58,24 | 43,57;13,2,83;4,46,17,9,24;96;85;64,29;47,37;76;86;49;58
31,55,59,7,9,78,33,40,38,66,1,92,30,46,79,9,43,41,86,5 | 31,55,7,1,5;59,9,30;78,9;33,40;38,46;66;92;79;43,41;86
3,16,3,22,37,10,1,69,60,11,15,79,59,51,65,46,51,64,97,48 | 3,16,3,22,37,10,1;69,11,15;60;79;59;51,46;65;51,48;64;97
96,31,77,94,15,53,97,86,18,86,2,54,11,87,74,81,68,76,10,67 | 96,2;31,15,53;77,18;94;97;86,11;86,10;54;87;74;81;68;76;67
91,52,7,31,18,48,98,4,13,67,47,49,5,39,44,88,80,91,50,67 | 91,7;52,31,4,13;18,48,5;98;67;47,49;39,44;88;80;91;50;67
23,10,70,92,36,44,61,6,98,13,67,10,20,50,52,79,18,50,35,17 | 23,10,36,6,13,10;70,20;92;44,50;61,18,17;98;67;52,35;79;50
70,35,91,37,65,17,65,80,46,40,69,79,16,8,79,55,63,46,73,75 | 70,17,8;35,37,16;91;65;65;80;46,40;69;79;79;55;63;46;73;75
96,100,100,16,66,37,59,19,46,69,71,56,69,97,73,72,18,93,73,9 | 96;100;100;16,66,18;37,59;19,46,9;69;71;56;69;97;73;72;93;73
54,52,38,44,26,76,20,91,71,78,42,19,58,77,6,62,6,11,7,56 | 54,38,6;52,44;26,20,42,6;76,19;91,7;71,11;78;58;77;62;56
9,3,71,15,12,7,75,79,64,1,72,66,87,64,4,70,18,70,39,81 | 9,3,71,15,1;12,7,75,4;79,18;64;72;66;87;64;70;70;39;81
28,67,21,4,17,56,66,58,51,1,60,3,44,42,95,14,1,66,88,20 | 28,67,4,1;21,17,56,3,1;66,14,20;58,42;51,44;60;95;66;88
35,34,83,31,87,18,62,82,19,39,36,10,72,70,74,43,56,20,4,80 | 35,34,31;83,10,4;87;18,62,19;82;39,36,20;72;70;74;43,56;80
89,44,9,90,43,64,35,47,11,84,36,96,53,88,92,64,84,54,26,49 | 89,9;44,43,11;90;64,35;47,36;84;96;53,26;88;92;64;84;54;49
92,94,77,52,52,43,31,72,29,17,30,13,18,52,47,66,43,93,41,47 | 92;94;77,17;52,43;52,31,13;72,18;29,30,41;52,47;66;43,47;93
42,2,21,29,57,29,5,78,70,73,51,68,4,13,8,15,90,34,83,91 | 42,2,21,29,5;57,29,4,8;78,13;70,15;73;51,34;68;90;83;91
45,94,28,8,51,17,55,3,17,81,61,34,98,96,69,21,52,30,6,42 | 45,28,8,17;94,3;51,17,21,6;55,34;81;61,30;98;96;69;52,42
38,79,14,36,37,72,56,1,67,56,56,23,13,18,96,56,81,3,20,82 | 38,14,36,1,3;79,13;37,56;72,23;67,18;56,20;56;96;56;81;82
19,23,48,20,25,96,84,58,14,47,10,55,46,2,78,49,18,39,60,1 | 19,23,48,10;20,25,14,2,18,1;96;84;58,39;47,46;55;78;49;60
54,60,80,42,56,29,88,76,71,95,59,98,83,99,12,30,64,63,34,81 | 54,42;60,29;80,12;56,30;88;76;71;95;59,34;98;83;99;64;63;81
51,43,91,70,52,45,66,100,14,36,90,65,53,7,17,28,99,72,38,6 | 51,43,6;91,7;70,14;52,45;66,17;100;36,53;90;65,28;99;72;38
8,54,72,34,66,99,50,30,72,91,64,63,42,7,58,46,37,39,17,17 | 8,54,34;72,7,17;66,30;99;50,42;72,17;91;64;63,37;58,39;46
27,31,39,74,74,28,93,75,97,93,96,33,77,62,46,29,56,62,9,77 | 27,31,39;74,9;74;28,33,29;93;75;97;93;96;77;62;46;56;62;77
24,14,38,45,3,6,61,76,10,75,37,11,73,1,44,99,45,68,15,55 | 24,14,38,3,6,10,1;45,37,11;61,15;76;75;73;44,45;99;68;55
65,98,66,88,77,75,80,49,47,65,42,71,13,95,68,95,100,24,9,48 | 65,13,9;98;66,24;88;77;75;80;49,47;65;42,48;71;95;68;95;100
22,46,16,9,89,21,16,60,3,48,47,32,92,82,41,8,6,45,15,14 | 22,46,16,9,3;89,8;21,16,60;48,47;32,41,6,15;92;82,14;45
70,43,90,9,100,54,97,39,96,5,60,32,99,54,41,76,59,98,51,96 | 70,9,5;43,54;90;100;97;39,60;96;32,54;99;41,59;76;98;51;96
45,53,61,67,40,26,69,16,37,79,47,85,34,22,62,8,8,83,20,10 | 45,53;61,26,8;67,16,8;40,37,22;69,20,10;79;47,34;85;62;83
25,83,90,4,36,29,70,97,20,68,73,37,24,91,87,70,84,81,64,40 | 25,4,36,29;83;90;70,20;97;68,24;73;37,40;91;87;70;84;81;64
89,98,35,75,1,45,44,65,28,6,30,14,11,81,68,69,2,59,24,59 | 89,1,6,2;98;35,45,14;75,11;44,28,24;65,30;81;68;69;59;59
98,57,91,84,55,1,26,78,99,7,72,30,25,42,57,94,13,44,54,43 | 98,1;57,26,7;91;84,13;55,30;78;99;72,25;42,57;94;44,54;43
33,46,71,81,67,44,95,93,29,2,100,43,4,4,48,1,2,96,28,27 | 33,46,2,4,4,1,2;71,29;81;67,28;44,43;95;93;100;48,27;96
49,81,82,64,33,27,38,53,7,62,51,76,62,68,23,9,9,32,17,22 | 49,33,7,9;81,9;82,17;64,27;38,53;62,23;51,32;76,22;62;68
31,61,84,41,34,89,5,74,93,66,45,20,47,97,38,92,87,10,62,72 | 31,61,5;84,10;41,34,20;89;74;93;66;45,47;97;38,62;92;87;72
85,95,56,27,60,76,40,7,77,30,83,98,14,62,9,30,68,89,77,79 | 85,7;95;56,27,14;60,40;76,9;77;30,62;83;98;30,68;89;77;79
70,10,35,51,65,26,19,3,78,67,48,49,84,86,76,71,15,86,17,12 | 70,10,19;35,51,3;65,26;78,15;67,17,12;48,49;84;86;76;71;86
49,60,100,9,49,67,42,60,4,33,14,64,82,22,46,71,41,36,80,56 | 49,9,42;60,4,33;100;49,14,22;67;60,36;64;82;46,41;71;80;56
27,75,25,47,52,50,84,54,88,12,2,69,57,100,65,70,94,72,21,73 | 27,25,47;75,12,2;52,21;50;84;54;88;69;57;100;65;70;94;72;73
73,31,66,51,17,91,69,90,40,30,8,75,4,25,11,52,80,46,99,47 | 73,17,8;31,66;51,40,4;91;69,30;90;75,25;11,52;80;46,47;99
68,22,50,34,3,29,53,78,69,30,70,18,100,13,13,53,23,47,53,60 | 68,22,3;50,34,13;29,53,18;78,13;69,30;70,23;100;53,47;53;60
72,99,67,31,75,8,8,56,26,64,46,82,46,72,100,90,4,35,45,61 | 72,8,8,4;99;67,31;75;56,26;64,35;46,46;82;72;100;90;45;61
57,79,29,95,14,20,31,51,67,65,10,18,34,95,46,5,38,65,69,44 | 57,29,14;79,20;95,5;31,51,10;67,18;65,34;95;46,38;65;69;44
68,89,65,95,33,33,67,3,81,44,46,76,9,87,96,49,21,33,37,73 | 68,3,9;89;65,33;95;33,67;81;44,46;76,21;87;96;49,33;37;73
42,39,4,4,80,23,52,12,58,30,98,68,46,44,40,62,42,34,4,57 | 42,39,4,4,4;80,12;23,52;58,30;98;68;46,44;40,42;62,34;57
50,77,36,85,74,96,12,83,63,21,38,100,93,83,68,68,65,65,17,75 | 50,36,12;77,21;85;74,17;96;83;63;38;100;93;83;68;68;65;65;75
95,80,2,12,65,31,14,27,13,9,66,71,17,18,78,21,22,35,35,38 | 95,2;80,12;65,31;14,27,13,9,17,18;66,21;71,22;78;35,35;38
45,33,50,37,71,11,65,49,54,3,22,73,65,61,49,67,32,55,21,62 | 45,33,11,3;50,37;71,22;65,32;49,49;54,21;73;65;61;67;55;62
66,72,8,41,44,80,69,14,90,2,57,53,51,47,43,3,18,50,39,60 | 66,8,14,2,3;72,18;41,44;80;69;90;57,43;53,47;51,39;50;60
85,35,92,80,21,10,8,27,18,18,80,89,95,39,35,67,72,100,81,52 | 85,10;35,21,8,27;92;80,18;18,80;89;95;39,35;67;72;100;81;52
76,15,28,27,9,98,76,7,85,41,81,45,31,90,65,84,60,32,47,11 | 76,15,9;28,27,7,31;98;76,11;85;41,45;81;90;65,32;84;60;47
57,52,68,85,49,62,29,89,48,86,18,52,89,6,2,12,2,63,34,29 | 57,29,6,2,2;52,48;68,18,12;85;49,34;62,29;89;86;52;89;63
33,53,41,100,25,96,38,34,38,75,30,50,42,25,99,16,74,98,30,55 | 33,53;41,25,34;100;96;38,38,16;75,25;30,50;42,30;99;74;98;55
75,30,32,48,87,46,14,52,72,31,12,38,88,48,9,17,62,23,87,55 | 75,14,9;30,32,31;48,46;87,12;52,38;72,17;88;48,23;62;87;55
65,18,14,45,47,2,20,47,18,97,59,96,6,100,49,42,45,71,35,46 | 65,18,14,2;45,47,6;20,47,18;97;59,35;96;100;49,42;45,46;71
34,22,7,92,17,20,89,20,71,58,99,80,56,7,44,21,52,65,69,25 | 34,22,7,17,20;92,7;89;20,71;58,21;99;80;56,44;52,25;65;69
6,18,68,7,14,57,57,58,83,35,70,83,48,64,71,82,13,51,65,45 | 6,18,68,7;14,57,13;57,35;58;83;70;83;48,51;64;71;82;65;45
75,86,97,53,41,90,72,78,32,16,55,81,94,59,44,56,14,79,61,46 | 75,16;86,14;97;53,41;90;72;78;32,55;81;94;59;44,56;79;61;46
49,68,10,39,100,51,44,32,76,14,40,43,99,57,37,31,60,45,51,28 | 49,10,39;68,32;100;51,44;76,14;40,43;99;57,37;31,60;45,51;28
50,25,47,12,80,29,21,10,58,6,22,43,4,23,34,99,91,13,79,61 | 50,25,12,10;47,29,21;80,6,4;58,22,13;43,23,34;99;91;79;61
27,6,25,16,35,69,44,30,52,68,85,26,48,99,51,45,35,95,27,32 | 27,6,25,16,26;35,44;69,30;52,48;68,27;85;99;51,45;35,32;95
33,21,41,2,81,55,76,2,97,50,64,34,93,51,61,26,13,84,18,64 | 33,21,41,2,2;81,13;55,34;76,18;97;50,26;64;93;51;61;84;64
92,98,24,28,80,57,44,21,36,17,64,15,30,82,30,89,14,14,18,33 | 92;98;24,28,44;80,17;57,21,15;36,64;30,30,14,14;82,18;89;33
55,61,94,57,100,6,22,99,68,31,73,73,62,50,25,17,44,63,72,67 | 55,6,22,17;61,31;94;57,25;100;99;68;73;73;62;50,44;63;72;67
18,29,20,5,11,58,60,79,94,45,65,19,92,44,4,42,20,36,35,48 | 18,29,20,5,11,4;58,19,20;60,36;79;94;45,44;65,35;92;42,48
20,74,38,81,80,48,84,41,9,17,98,55,67,15,83,35,83,40,84,14 | 20,74;38,48,9;81,17;80,15;84,14;41,55;98;67;83;35,40;83;84
3,7,30,79,75,1,11,84,96,59,58,48,21,91,82,76,94,22,48,51 | 3,7,30,1,11,48;79,21;75,22;84;96;59;58;91;82;76;94;48,51
70,43,82,98,21,36,29,39,28,45,36,23,51,10,12,33,6,54,53,78 | 70,21,6;43,36,10;82,12;98;29,39,28;45,36;23,51;33,54;53;78
7,25,8,43,37,1,14,23,38,23,10,56,73,64,8,37,5,9,82,16 | 7,25,8,43,1,14;37,23,38;23,10,56,8;73,5,9;64,16;37;82
2,18,66,74,97,24,5,22,65,35,74,33,17,36,72,70,51,89,9,90 | 2,18,66,5,9;74,24;97;22,65;35,33,17;74;36,51;72;70;89;90
18,99,58,34,88,38,88,70,47,90,81,45,6,54,100,54,11,25,94,10 | 18,58,6,11;99;34,38,25;88,10;88;70;47,45;90;81;54;100;54;94
6,59,26,41,65,75,9,79,8,50,27,38,100,23,45,28,75,11,1,42 | 6,59,26,9;41,8,50,1;65,27;75,23;79,11;38,45;100;28,42;75
32,77,31,74,7,98,7,28,15,23,47,31,24,72,37,68,9,17,93,37 | 32,31,7,7,15;77,23;74,24;98;28,47,9;31,37,17;72;68;93;37
7,49,48,22,30,73,90,21,19,44,93,48,99,76,30,38,57,52,83,32 | 7,49,22,21;48,30,19;73;90;44,48;93;99;76;30,38,32;57;52;83
31,91,60,36,96,97,4,18,87,39,43,75,25,29,77,35,62,29,62,12 | 31,60,4;91;36,18,39;96;97;87,12;43,25,29;75;77;35,62;29,62
25,72,80,29,5,16,72,24,43,96,54,88,11,22,52,71,29,90,54,42 | 25,72;80,5,11;29,16,24,22;72;43,54;96;88;52,29;71;90;54,42
24,31,25,42,86,62,76,85,54,86,92,29,89,1,21,69,68,30,82,80 | 24,31,25,1;42,54;86;62,29;76,21;85;86;92;89;69,30;68;82;80
30,43,85,58,76,29,61,20,30,8,9,44,95,75,31,21,40,61,76,52 | 30,43,20;85,8;58,29,9;76,21;61,30;44,31;95;75;40,52;61;76
89,44,20,49,67,65,79,31,4,84,50,42,38,17,69,13,70,7,98,51 | 89,4,7;44,20,31;49,50;67,17,13;65;79;84;42,38;69;70;98;51
100,40,47,25,17,78,71,8,100,4,84,21,51,26,5,1,26,40,4,83 | 100;40,47,8,4,1;25,17,21,26,5,4;78;71,26;100;84;51,40;83
13,87,14,28,35,82,10,50,82,23,30,4,72,55,27,10,38,35,20,72 | 13,87;14,28,35,10,4;82,10;50,23,27;82;30,55;72,20;38,35;72
52,74,37,63,6,49,56,8,4,2,93,74,84,84,54,16,41,45,65,21 | 52,37,6,4;74,8,2,16;63,21;49,41;56;93;74;84;84;54,45;65
30,38,27,6,35,47,91,69,1,77,75,26,98,78,4,14,23,61,77,2 | 30,38,27,1,4;6,35,47,2;91;69,26;77,14;75,23;98;78;61;77
41,45,63,50,44,48,23,62,12,58,57,70,91,87,34,90,42,81,37,84 | 41,45,12;63,23;50,44;48,34;62,37;58,42;57;70;91;87;90;81;84
93,76,48,8,24,33,15,91,31,47,45,100,68,58,4,14,24,24,95,15 | 93,4;76,8,15;48,24,14;33,31,24;91;47,45;100;68,24;58,15;95
11,1,77,51,45,2,51,80,16,67,11,97,33,84,16,15,2,27,84,36 | 11,1,77,2,2;51,45;51,16,11,16;80,15;67,33;97;84;27,36;84
1,13,76,91,80,19,100,16,19,61,28,26,77,31,67,25,65,12,96,32 | 1,13,76;91;80,19;100;16,19,61;28,26,31,12;77;67,25;65,32;96
93,34,61,66,94,13,59,23,70,31,48,82,56,71,42,54,99,3,41,51 | 93,3;34,61;66,13;94;59,23;70;31,48;82;56,42;71;54,41;99;51
66,12,93,97,27,26,8,90,4,34,99,72,7,45,56,69,55,58,83,26 | 66,12,8,4,7;93;97;27,26,34;90;99;72,26;45,55;56;69;58;83
99,88,25,51,21,94,23,32,24,11,46,5,32,41,50,76,15,66,9,9 | 99;88,11;25,51,21;94,5;23,32,24,15;46,32,9,9;41,50;76;66
11,69,77,7,7,30,15,52,20,34,84,14,9,85,58,25,98,40,59,72 | 11,69,7,7;77,15;30,52,14;20,34,9,25;84;85;58,40;98;59;72
65,65,40,8,93,39,33,7,37,4,100,80,60,52,27,31,18,18,64,27 | 65,8,7,4;65,33;40,39,18;93;37,60;100;80,18;52,27;31,64;27
60,34,75,51,1,41,55,53,39,94,60,99,79,82,6,87,98,15,75,43 | 60,34,1;75,6,15;51,41;55,39;53,43;94;60;99;79;82;87;98;75
36,32,82,94,30,75,57,15,77,19,79,2,76,59,45,12,8,52,70,16 | 36,32,30,2;82,15;94;75,19;57,12,8,16;77;79;76;59;45,52;70
15,85,60,90,77,90,75,26,49,85,29,57,27,69,84,2,44,54,93,5 | 15,85;60,26,2,5;90;77;90;75;49,29;85;57,27;69;84;44,54;93
76,50,65,80,65,6,83,17,64,51,1,89,52,4,43,6,79,76,26,23 | 76,6,17,1;50,4,43;65,6,26;80;65,23;83;64;51;89;52;79;76
99,31,22,63,45,13,80,12,36,34,27,26,86,95,84,78,87,75,95,40 | 99;31,22,45;63,13,12;80;36,34,27;26,40;86;95;84;78;87;75;95
11,44,42,12,30,81,46,82,29,74,24,77,67,95,28,24,49,83,98,54 | 11,44,42;12,30,46;81;82;29,24,28;74,24;77;67;95;49;83;98;54
3,33,34,61,40,24,40,71,16,41,39,2,34,36,23,93,7,36,28,84 | 3,33,34,24,2;61,16,23;40,40,7;71,28;41,39;34,36;93;36;84
7,85,12,81,88,57,100,73,76,92,34,18,51,44,91,85,84,14,63,55 | 7,85;12,81;88;57,34;100;73,18;76,14;92;51,44;91;85;84;63;55
50,68,44,64,52,70,44,44,93,47,68,40,18,96,32,84,62,70,29,78 | 50,44;68,18;64,32;52,44;70,29;44,47;93;68;40;96;84;62;70;78
38,61,93,15,89,71,77,22,71,62,81,53,84,63,83,32,37,63,78,19 | 38,61;93;15,71;89;77,22;71,19;62,32;81;53,37;84;63;83;63;78
35,41,42,3,21,66,23,63,100,17,38,18,48,4,70,10,78,43,66,64 | 35,41,3,21;42,23,17,18;66,4,10;63;100;38,48;70;78;43;66;64
30,91,13,46,66,91,46,100,94,17,35,55,80,24,17,39,2,46,44,72 | 30,13,46,2;91;66,17,17;91;46,35;100;94;55,24;80;39,46;44;72
